,county,days_not_enough_sleep,education,employment,gender,general_health,geographic_stratum,hours_slept,income,life_satisfaction,state
31273,163,101,6,1,2,1,01,8,,1,27
31274,163,102,6,4,2,3,01,8,,1,27
31275,163,488,4,1,1,1,01,8,,2,27
31276,163,115,6,1,1,3,01,7,,1,27
31277,163,115,4,7,2,4,01,8,,2,27
31278,163,188,4,5,2,3,01,8,,2,27
31279,163,188,4,1,1,3,01,7,,1,27
31280,163,188,5,2,2,2,01,8,,1,27
31281,163,130,5,8,2,4,01,5,,2,27
31282,163,488,5,6,2,3,01,8,,2,27
31283,163,110,4,1,2,2,01,6,,2,27
31284,163,104,6,1,2,2,01,7,,2,27
31285,163,107,6,1,1,2,01,5,,2,27
31286,163,202,6,7,1,2,01,8,,1,27
31287,163,101,6,1,2,2,01,7,,2,27
31288,163,210,6,1,2,3,01,8,,2,27
31289,163,107,4,7,1,2,01,8,,2,27
31290,163,188,6,7,2,1,01,8,,1,27
31291,163,105,6,1,1,2,01,8,,1,27
31292,163,102,5,4,1,2,01,8,,1,27
31293,163,188,6,7,1,1,01,8,,1,27
31294,163,107,6,7,2,3,01,10,,2,27
31295,163,302,6,1,1,1,01,7,,1,27
31296,163,188,6,1,2,2,01,7,,1,27
31297,163,102,5,2,2,2,01,8,,3,27
31298,163,103,6,1,2,2,01,8,,1,27
31299,163,104,6,1,2,1,01,7,,1,27
31300,163,125,6,1,2,3,01,7,,3,27
31301,163,105,6,1,1,2,01,8,,1,27
31302,163,130,5,1,2,2,01,7,,1,27
31303,163,103,6,2,2,2,01,8,,1,27
31304,163,288,5,4,2,2,01,6,,4,27
31305,163,188,4,7,1,4,01,7,,2,27
31306,163,130,6,7,2,2,01,5,,1,27
31307,163,203,6,1,2,1,01,6,,2,27
31308,163,130,6,1,2,2,01,6,,2,27
31309,163,188,6,7,1,1,01,8,,1,27
31310,163,106,6,7,1,3,01,9,,1,27
31311,163,188,5,7,2,3,01,13,,2,27
31312,163,120,6,1,1,4,01,6,,2,27
31313,163,188,5,3,1,1,01,8,,2,27
31314,163,203,6,1,2,2,01,8,,1,27
31315,163,188,6,1,2,2,01,9,,2,27
31316,163,102,4,5,2,3,01,8,,1,27
31317,163,105,6,1,2,2,01,6,,2,27
31318,163,188,5,1,2,2,01,8,,1,27
31319,163,102,4,1,2,1,01,7,,1,27
31320,163,115,6,1,2,2,01,9,,1,27
31321,163,188,6,1,1,2,01,7,,1,27
31322,163,102,5,7,1,2,01,8,,2,27
31323,163,110,4,7,2,1,01,7,,1,27
31324,163,121,4,7,2,5,01,6,,2,27
31325,163,105,5,7,1,4,01,9,,2,27
31326,163,105,6,7,2,2,01,6,,1,27
31327,163,402,5,4,1,3,01,8,,3,27
31328,163,220,6,1,2,2,01,6,,1,27
31329,163,188,5,7,2,3,01,8,,1,27
31330,163,110,6,7,1,2,01,8,,1,27
31331,163,115,4,1,1,2,01,5,,2,27
31332,163,107,6,1,2,2,01,7,,2,27
31333,163,788,4,7,2,2,01,7,,1,27
31334,163,104,4,7,2,1,01,7,,1,27
31335,163,114,6,7,2,1,01,8,,2,27
31336,163,288,4,1,2,2,01,8,,2,27
31337,163,188,6,7,1,2,01,8,,1,27
31338,163,188,6,8,2,4,01,11,,2,27
31339,163,130,6,1,1,2,01,5,,3,27
31340,163,188,4,1,1,2,01,6,,1,27
31341,163,188,5,7,2,2,01,7,,1,27
31342,163,188,3,7,1,2,01,10,,1,27
31343,163,130,6,1,2,1,01,6,,1,27
31344,163,103,5,7,2,2,01,8,,1,27
31345,163,188,4,7,2,5,01,8,,2,27
31346,163,188,4,7,1,2,01,7,,1,27
31347,163,188,4,7,2,4,01,8,,2,27
31348,163,415,5,5,2,2,01,7,,2,27
31349,163,204,6,1,2,2,01,7,,1,27
31350,163,103,6,7,2,3,01,10,,1,27
31351,163,188,4,7,2,2,01,8,,1,27
31352,163,188,6,7,1,2,01,8,,1,27
31353,163,188,5,7,2,3,01,9,,1,27
31354,163,209,6,2,1,2,01,7,,1,27
31355,163,107,6,6,1,3,01,6,,2,27
31356,163,105,4,2,1,2,01,8,,2,27
31357,163,105,5,7,2,2,01,5,,2,27
31358,163,114,6,7,2,2,01,7,,2,27
31359,163,103,6,4,2,2,01,6,,1,27
31360,163,188,5,2,1,2,01,8,,1,27
31361,163,110,5,7,2,2,01,6,,1,27
31362,163,103,4,1,2,2,01,8,,2,27
31363,163,120,5,1,1,1,01,5,,1,27
31364,163,103,5,1,2,3,01,8,,1,27
31365,163,188,3,7,2,3,01,8,,1,27
31366,163,415,6,6,1,2,01,5,,3,27
31367,163,188,5,7,2,2,01,8,,1,27
31368,163,188,4,2,1,2,01,8,,1,27
31369,163,488,6,1,1,2,01,7,,2,27
31370,163,225,6,1,1,2,01,6,,2,27
31371,163,101,6,2,1,1,01,7,,1,27
31372,163,102,6,7,2,2,01,7,,1,27
31373,163,102,6,1,1,2,01,8,,2,27
31374,163,205,6,2,2,3,01,7,,2,27
31375,163,210,6,2,2,1,01,8,,1,27
31376,163,304,6,1,2,1,01,8,,1,27
31377,163,320,4,1,1,2,01,6,,9,27
31378,163,115,3,3,2,3,01,5,,1,27
31379,163,104,4,1,1,2,01,7,,2,27
31380,163,129,6,1,2,2,01,7,,1,27
31381,163,188,4,1,2,1,01,7,,1,27
31382,163,188,3,1,1,2,01,9,,1,27
31383,163,104,6,6,2,1,01,9,,1,27
31384,163,405,6,1,1,2,01,7,,1,27
31385,163,205,6,1,1,2,01,7,,2,27
31386,163,310,5,1,2,1,01,10,,1,27
31387,163,101,4,2,1,2,01,9,,1,27
31388,163,120,4,1,2,2,01,5,,2,27
31389,163,188,4,7,1,2,01,7,,2,27
31390,163,203,6,1,1,2,01,7,,1,27
31391,163,115,6,1,2,2,01,7,,2,27
31392,163,120,6,1,2,2,01,7,,2,27
31393,163,102,6,2,2,1,01,8,,2,27
31394,163,104,5,1,1,1,01,7,,1,27
31395,163,105,6,1,2,1,01,6,,1,27
31396,163,102,3,1,2,3,01,9,,1,27
31397,163,115,5,1,1,2,01,7,,1,27
31398,163,103,5,8,2,5,01,5,,2,27
31399,163,488,4,8,2,4,01,7,,2,27
31400,163,105,5,1,2,2,01,8,,1,27
31401,163,120,6,1,1,3,01,6,,1,27
31402,163,103,4,1,2,4,01,7,,2,27
31403,163,188,6,7,1,1,01,8,,2,27
31404,163,188,4,7,2,3,01,7,,1,27
31405,163,103,5,7,1,2,01,7,,2,27
31406,169,110,4,7,1,2,01,6,,3,27
31407,169,125,6,1,2,2,01,7,,2,27
31408,169,105,4,8,2,4,01,12,,2,27
31409,169,101,6,1,1,2,01,7,,1,27
31410,169,303,4,1,1,3,01,7,,2,27
31411,169,388,4,1,2,3,01,9,,3,27
31412,169,188,6,1,2,3,01,8,,1,27
31413,169,188,4,5,2,1,01,8,,1,27
31414,169,188,6,1,1,2,01,9,,1,27
31415,169,107,6,1,2,1,01,8,,1,27
31416,169,101,6,7,2,2,01,8,,2,27
31417,169,188,5,7,2,2,01,8,,1,27
31418,169,488,6,2,2,1,01,7,,1,27
31419,169,102,6,7,2,2,01,8,,2,27
31420,169,104,6,3,1,3,01,7,,2,27
31421,169,115,6,2,1,2,01,5,,2,27
31422,169,105,4,4,1,3,01,7,,2,27
31423,169,188,5,1,2,1,01,7,,1,27
31424,169,188,4,7,2,5,01,9,,1,27
31425,169,410,5,1,1,2,01,7,,1,27
31426,169,130,6,7,1,1,01,8,,1,27
31427,169,120,4,8,2,5,01,5,,2,27
31428,169,105,5,1,1,2,01,7,,1,27
31429,169,104,6,2,1,2,01,6,,1,27
31430,169,188,6,1,1,1,01,7,,1,27
31431,169,188,3,5,2,3,01,11,,1,27
31432,169,188,6,1,2,1,01,8,,1,27
31433,169,188,4,7,1,3,01,7,,1,27
31434,169,429,4,2,1,3,01,6,,1,27
31435,169,188,4,1,2,2,01,8,,1,27
31436,169,107,4,7,2,3,01,9,,2,27
31437,169,105,5,1,2,2,01,7,,2,27
31438,169,101,4,1,2,2,01,9,,1,27
31439,169,110,5,1,2,2,01,8,,1,27
31440,169,103,5,1,2,3,01,8,,1,27
31441,169,315,6,1,2,2,01,7,,2,27
31442,169,177,3,7,2,5,01,77,,2,27
31443,169,108,6,4,2,4,01,9,,3,27
31444,169,115,6,1,2,3,01,7,,1,27
31445,169,488,4,2,2,2,01,8,,2,27
31446,169,215,5,1,2,3,01,6,,2,27
31447,169,188,4,1,2,2,01,8,,1,27
31448,169,105,6,1,2,2,01,9,,2,27
31449,169,103,5,6,1,1,01,8,,1,27
31450,169,107,5,7,1,2,01,7,,1,27
31451,169,410,4,7,1,2,01,7,,2,27
31452,169,803,6,1,1,2,01,7,,2,27
31453,169,102,6,1,1,4,01,6,,2,27
31454,169,388,5,3,2,2,01,7,,2,27
31455,169,415,6,1,2,2,01,7,,1,27
31456,169,102,4,2,1,1,01,8,,1,27
31457,169,210,5,1,2,3,01,9,,1,27
31458,169,188,3,7,2,2,01,8,,1,27
31459,169,130,6,1,1,4,01,5,,2,27
31460,169,303,5,1,2,1,01,7,,2,27
31461,169,107,5,7,2,2,01,7,,2,27
31462,171,115,6,7,2,4,01,7,,3,27
31463,171,110,6,5,2,2,01,8,,2,27
31464,171,188,4,7,1,3,01,8,,2,27
31465,171,130,6,5,2,2,01,5,,1,27
31466,171,110,6,4,1,2,01,12,,2,27
31467,171,110,5,7,2,3,01,7,,2,27
31468,171,220,4,1,1,2,01,6,,2,27
31469,171,407,6,1,1,2,01,6,,1,27
31470,171,110,4,2,2,2,01,7,,2,27
31471,171,115,6,1,2,2,01,9,,1,27
31472,171,108,6,1,2,2,01,6,,2,27
31473,171,102,6,1,1,3,01,7,,2,27
31474,171,230,5,1,2,2,01,7,,1,27
31475,171,105,6,1,1,3,01,8,,1,27
31476,171,102,4,1,2,2,01,9,,2,27
31477,171,110,4,5,2,2,01,7,,1,27
31478,171,402,6,1,1,3,01,7,,1,27
31479,171,103,5,1,1,1,01,7,,2,27
31480,171,101,4,1,1,2,01,7,,1,27
31481,171,188,4,7,2,2,01,6,,1,27
31482,171,188,4,7,2,3,01,10,,1,27
31483,171,105,6,1,2,1,01,8,,1,27
31484,171,102,4,7,2,2,01,9,,2,27
31485,171,110,6,1,2,3,01,7,,2,27
31486,171,204,6,1,2,2,01,10,,1,27
31487,171,102,5,1,1,1,01,8,,1,27
31488,171,388,6,4,1,2,01,7,,1,27
31489,171,188,4,7,2,3,01,7,,1,27
31490,171,320,5,3,1,3,01,8,,2,27
31491,171,102,5,1,1,1,01,8,,1,27
31492,171,203,6,7,1,2,01,7,,1,27
31493,171,305,4,1,1,2,01,7,,2,27
31494,171,125,6,1,2,2,01,7,,1,27
31495,171,188,4,7,2,2,01,8,,2,27
31496,171,101,6,1,2,2,01,8,,2,27
31497,171,188,6,7,2,3,01,6,,2,27
31498,171,120,5,1,2,3,01,6,,2,27
31499,171,110,5,1,1,3,01,7,,2,27
31500,171,488,4,2,1,3,01,8,,2,27
31501,171,388,6,7,2,1,01,8,,1,27
31502,171,125,6,1,2,2,01,6,,2,27
31503,171,288,6,7,1,1,01,8,,1,27
31504,171,403,5,1,2,3,01,8,,1,27
31505,171,188,5,1,1,3,01,7,,1,27
31506,171,188,5,1,1,3,01,9,,1,27
31507,171,188,6,5,2,3,01,9,,1,27
31508,171,105,5,8,2,3,01,7,,1,27
31509,171,188,5,7,1,4,01,7,,2,27
31510,171,177,5,1,2,3,01,8,,1,27
31511,171,410,5,7,2,2,01,8,,2,27
31512,171,188,6,4,2,2,01,9,,2,27
31513,171,188,5,1,2,2,01,10,,1,27
31514,171,388,5,7,1,3,01,8,,1,27
31515,171,188,6,1,2,1,01,8,,1,27
31516,171,330,6,1,2,1,01,6,,1,27
31517,171,130,5,7,2,2,01,9,,1,27
31518,171,215,5,1,2,2,01,7,,2,27
31519,171,102,4,4,1,3,01,7,,2,27
31520,171,188,4,5,2,5,01,8,,1,27
31521,171,188,5,1,1,4,01,7,,2,27
31522,171,110,6,4,2,1,01,6,,2,27
31523,171,288,4,1,1,1,01,6,,1,27
31524,171,102,6,1,2,1,01,8,,1,27
31525,171,177,6,1,1,3,01,8,,1,27
31526,171,102,5,1,1,2,01,7,,1,27
31527,171,188,6,1,1,2,01,8,,1,27
31528,171,130,6,5,2,3,01,5,,2,27
31529,171,202,5,2,2,1,01,8,,1,27
31530,171,130,4,1,1,1,01,8,,2,27
31531,171,488,6,7,1,1,01,7,,1,27
31532,171,105,5,1,2,2,01,7,,1,27
31533,171,102,6,8,2,4,01,12,,2,27
31534,171,188,4,7,1,2,01,9,,2,27
31535,171,188,4,1,2,2,01,8,,2,27
31536,171,201,6,2,2,3,01,8,,1,27
31537,171,188,4,1,1,1,01,6,,2,27
31538,171,105,4,1,2,2,01,7,,1,27
31539,171,188,2,7,2,3,01,8,,2,27
31540,171,227,5,5,2,3,01,5,,2,27
31541,171,188,4,1,2,3,01,7,,1,27
31542,171,103,6,1,1,1,01,7,,1,27
31543,171,414,4,4,2,3,01,9,,3,27
31544,171,130,5,4,1,3,01,6,,2,27
31545,171,105,6,1,1,2,01,7,,1,27
31546,171,105,4,7,2,2,01,7,,1,27
31547,171,108,6,1,1,1,01,7,,1,27
31548,171,130,4,1,1,5,01,5,,4,27
31549,171,120,4,7,2,4,01,7,,3,27
31550,171,102,5,1,1,2,01,9,,2,27
31551,171,202,6,1,2,1,01,8,,2,27
31552,171,110,6,2,1,1,01,7,,2,27
31553,171,188,5,5,2,1,01,8,,2,27
31554,171,188,6,1,2,2,01,10,,1,27
31555,171,130,3,3,1,2,01,6,,2,27
31556,171,188,4,7,2,4,01,6,,1,27
31557,171,188,2,1,1,3,01,8,,1,27
31558,171,321,4,1,2,4,01,6,,2,27
31559,171,188,4,7,2,3,01,7,,1,27
31560,171,188,4,7,2,2,01,9,,1,27
31561,171,188,4,7,1,3,01,8,,1,27
31562,171,102,6,1,2,3,01,8,,2,27
31563,171,205,6,1,2,2,01,8,,2,27
31564,171,288,4,4,1,2,01,8,,2,27
31565,777,388,4,2,2,1,01,8,,1,27
31566,777,288,2,5,2,3,01,10,,2,27
31567,999,130,4,7,2,5,01,5,,1,27
31568,999,130,4,7,2,2,01,8,,2,27
31569,999,188,6,7,2,3,01,7,,1,27
31570,999,115,5,5,2,2,01,9,,2,27
31571,,425,4,1,2,3,01,4,,2,56
31572,,305,4,7,2,3,01,7,,2,56
31573,,105,4,1,2,1,01,8,,1,56
31574,,130,2,5,2,3,01,8,,1,56
31575,,205,5,7,1,4,01,6,,1,56
31576,,188,5,5,2,4,01,8,,1,56
31577,,405,5,1,2,3,01,7,,2,56
31578,,102,5,7,2,2,01,6,,2,56
31579,,120,5,1,1,2,01,7,,2,56
31580,,488,5,1,2,1,01,7,,2,56
31581,,488,5,2,2,3,01,6,,2,56
31582,,488,5,2,1,1,01,8,,1,56
31583,,314,4,2,2,2,01,8,,2,56
31584,,188,6,1,2,3,01,7,,1,56
31585,,110,6,2,2,1,01,6,,1,56
31586,,115,4,3,1,3,01,7,,1,56
31587,,288,5,1,2,1,01,7,,1,56
31588,,220,5,1,2,3,01,7,,2,56
31589,,110,3,6,1,2,01,8,,1,56
31590,,130,4,7,2,3,01,7,,2,56
31591,,430,4,2,2,3,01,7,,1,56
31592,,125,6,1,2,3,01,6,,2,56
31593,,104,5,1,2,1,01,8,,1,56
31594,,188,4,1,2,3,01,7,,2,56
31595,,107,5,2,1,2,01,5,,1,56
31596,,388,5,4,1,4,01,8,,2,56
31597,,117,4,1,1,3,01,5,,1,56
31598,,188,6,7,1,1,01,6,,1,56
31599,,188,6,7,2,3,01,8,,2,56
31600,,104,6,1,1,1,01,7,,2,56
31601,,205,4,4,1,2,01,7,,1,56
31602,,110,4,5,2,3,01,8,,1,56
31603,,188,6,1,2,2,01,7,,1,56
31604,,188,5,7,2,2,01,8,,2,56
31605,,710,5,6,2,1,01,8,,1,56
31606,,188,4,1,2,2,01,7,,1,56
31607,,888,5,1,2,2,01,8,,3,56
31608,,388,6,1,2,3,01,8,,2,56
31609,,488,6,7,2,1,01,7,,1,56
31610,,488,3,8,2,5,01,10,,1,56
31611,,488,6,2,2,1,01,8,,1,56
31612,,230,5,2,2,2,01,6,,2,56
31613,,188,5,1,1,2,01,7,,1,56
31614,,810,4,5,2,2,01,8,,1,56
31615,,188,6,7,1,4,01,6,,1,56
31616,,125,5,1,2,2,01,6,,1,56
31617,,110,4,7,2,4,01,7,,2,56
31618,,199,4,4,1,1,01,8,,2,56
31619,,125,3,7,2,5,01,7,,2,56
31620,,104,3,1,1,5,01,7,,2,56
31621,,110,4,1,2,1,01,6,,1,56
31622,,222,6,1,2,2,01,5,,1,56
31623,,225,4,7,2,1,01,6,,2,56
31624,,115,3,5,2,5,01,8,,9,56
31625,,188,5,7,1,4,01,8,,2,56
31626,,188,4,7,2,1,01,8,,1,56
31627,,430,4,1,2,3,01,6,,2,56
31628,,420,6,5,2,4,01,7,,2,56
31629,,105,5,1,2,2,01,7,,2,56
31630,,488,6,1,2,1,01,8,,1,56
31631,,177,4,7,2,3,01,7,,1,56
31632,,188,5,7,2,2,01,8,,2,56
31633,,488,6,7,1,3,01,7,,1,56
31634,,125,6,1,2,2,01,6,,1,56
31635,,188,5,7,2,2,01,8,,1,56
31636,,188,4,2,1,3,01,8,,2,56
31637,,210,5,1,1,1,01,7,,2,56
31638,,106,5,8,1,3,01,9,,1,56
31639,,104,4,1,2,2,01,7,,2,56
31640,,201,5,1,2,1,01,7,,2,56
31641,,188,2,7,1,1,01,8,,1,56
31642,,110,5,5,2,2,01,6,,1,56
31643,,728,4,8,2,5,01,12,,4,56
31644,,115,5,1,1,2,01,7,,2,56
31645,,420,6,1,1,3,01,7,,2,56
31646,,106,5,1,2,2,01,7,,3,56
31647,,305,5,7,2,3,01,8,,2,56
31648,,410,5,1,2,2,01,7,,1,56
31649,,188,3,7,2,4,01,5,,1,56
31650,,188,5,1,2,1,01,8,,1,56
31651,,110,6,1,2,3,01,8,,1,56
31652,,388,5,1,2,3,01,7,,2,56
31653,,830,5,2,2,3,01,7,,2,56
31654,,202,4,8,2,4,01,9,,2,56
31655,,414,4,1,2,3,01,6,,1,56
31656,,107,6,1,2,2,01,7,,1,56
31657,,102,5,7,2,3,01,9,,2,56
31658,,115,5,1,1,2,01,6,,1,56
31659,,105,5,7,2,2,01,7,,1,56
31660,,106,5,1,2,1,01,7,,1,56
31661,,415,4,4,2,1,01,6,,2,56
31662,,188,6,7,1,2,01,8,,2,56
31663,,108,6,1,2,2,01,5,,2,56
31664,,203,6,1,1,1,01,6,,1,56
31665,,115,6,5,2,3,01,7,,1,56
31666,,130,5,1,2,2,01,5,,2,56
31667,,130,4,1,2,3,01,7,,2,56
31668,,188,2,7,1,4,01,12,,2,56
31669,,102,4,4,2,2,01,7,,2,56
31670,,430,5,1,2,2,01,6,,1,56
31671,,215,6,1,2,1,01,6,,1,56
31672,,202,4,1,1,3,01,7,,2,56
31673,,188,6,5,2,3,01,8,,2,56
31674,,405,5,1,2,3,01,7,,1,56
31675,,188,3,4,1,4,01,6,,1,56
31676,,402,5,7,2,4,01,9,,2,56
31677,,188,5,7,2,4,01,5,,2,56
31678,,188,5,7,2,1,01,7,,1,56
31679,,115,4,8,2,5,01,4,,3,56
31680,,188,6,1,2,3,01,7,,2,56
31681,,188,5,1,1,1,01,7,,1,56
31682,,201,4,1,2,2,01,8,,1,56
31683,,104,4,2,1,1,01,4,,1,56
31684,,420,5,1,2,2,01,5,,2,56
31685,,130,5,5,2,2,01,7,,2,56
31686,,125,6,7,1,4,01,7,,2,56
31687,,130,5,6,2,1,01,6,,2,56
31688,,115,5,1,1,2,01,6,,2,56
31689,,120,4,8,2,4,01,5,,1,56
31690,,188,5,7,1,3,01,7,,2,56
31691,,388,5,7,2,2,01,8,,1,56
31692,,330,5,1,2,2,01,6,,3,56
31693,,130,4,8,2,3,01,7,,1,56
31694,,414,4,5,2,1,01,8,,1,56
31695,,288,4,7,1,2,01,8,,2,56
31696,,125,5,7,2,3,01,6,,1,56
31697,,825,3,8,1,4,01,5,,3,56
31698,,107,4,2,2,2,01,8,,2,56
31699,,188,5,7,1,4,01,9,,2,56
31700,,188,3,5,2,3,01,9,,1,56
31701,,188,6,1,1,2,01,8,,1,56
31702,,188,3,4,1,4,01,7,,2,56
31703,,302,4,7,1,3,01,8,,2,56
31704,,105,4,1,2,2,01,7,,1,56
31705,,188,5,7,2,3,01,8,,1,56
31706,,188,3,7,2,2,01,8,,1,56
31707,,126,4,8,2,4,01,4,,4,56
31708,,102,4,7,2,3,01,8,,2,56
31709,,488,4,7,1,3,01,8,,2,56
31710,,415,5,1,2,2,01,6,,1,56
31711,,288,6,1,1,1,01,8,,1,56
31712,,115,4,1,2,4,01,7,,2,56
31713,,188,6,7,1,2,01,8,,2,56
31714,,403,5,5,2,2,01,9,,1,56
31715,,130,4,7,2,4,01,7,,2,56
31716,,105,4,2,2,3,01,6,,1,56
31717,,188,3,7,1,3,01,7,,2,56
31718,,188,6,1,2,2,01,7,,1,56
31719,,188,6,1,1,2,01,7,,1,56
31720,,188,5,7,2,3,01,8,,1,56
31721,,188,5,8,1,5,01,99,,2,56
31722,,115,3,8,1,5,01,6,,2,56
31723,,188,4,7,2,3,01,10,,2,56
31724,,188,5,7,2,2,01,7,,1,56
31725,,388,6,2,1,2,01,9,,1,56
31726,,188,4,7,2,3,01,8,,1,56
31727,,888,6,2,1,1,01,9,,1,56
31728,,188,5,4,1,2,01,7,,2,56
31729,,220,4,1,1,3,01,6,,2,56
31730,,404,4,7,2,3,01,7,,2,56
31731,,430,4,2,2,4,01,7,,2,56
31732,,188,6,1,2,3,01,7,,1,56
31733,,305,6,1,1,3,01,7,,1,56
31734,,128,5,1,2,2,01,6,,1,56
31735,,115,5,7,1,3,01,7,,2,56
31736,,320,4,4,2,2,01,5,,2,56
31737,,320,4,1,1,4,01,6,,2,56
31738,,288,5,5,2,3,01,8,,2,56
31739,,110,4,1,2,2,01,7,,2,56
31740,,414,5,2,2,4,01,4,,2,56
31741,,488,4,7,2,3,01,8,,1,56
31742,,101,5,7,2,2,01,8,,1,56
31743,,488,6,2,1,3,01,8,,1,56
31744,,428,4,1,2,2,01,5,,2,56
31745,,105,5,5,2,3,01,9,,2,56
31746,,104,2,7,1,3,01,77,,2,56
31747,,188,6,1,1,1,01,6,,1,56
31748,,106,6,1,2,2,01,8,,2,56
31749,,308,6,1,1,3,01,6,,1,56
31750,,477,5,1,1,1,01,5,,1,56
31751,,403,6,2,1,1,01,7,,2,56
31752,,388,5,1,1,1,01,8,,1,56
31753,,101,5,2,2,2,01,8,,2,56
31754,,288,5,7,1,2,01,9,,1,56
31755,,403,6,1,1,3,01,8,,1,56
31756,,112,5,1,2,4,01,7,,1,56
31757,,415,4,1,2,3,01,8,,2,56
31758,,101,5,1,2,2,01,8,,2,56
31759,,188,4,7,1,3,01,10,,1,56
31760,,288,5,1,1,3,01,6,,2,56
31761,,225,6,1,2,3,01,6,,2,56
31762,,105,5,1,2,3,01,6,,2,56
31763,,310,4,2,2,3,01,7,,3,56
31764,,188,3,7,1,2,01,8,,1,56
31765,,115,5,1,2,3,01,6,,2,56
31766,,488,4,2,2,2,01,7,,1,56
31767,,115,5,2,2,2,01,7,,1,56
31768,,488,4,5,2,1,01,8,,1,56
31769,,110,6,1,2,1,01,7,,1,56
31770,,488,4,1,2,5,01,8,,2,56
31771,,188,4,2,2,3,01,8,,1,56
31772,,188,4,1,2,2,01,8,,1,56
31773,,102,6,1,1,1,01,7,,1,56
31774,,410,4,2,1,3,01,7,,1,56
31775,,388,5,2,1,1,01,7,,1,56
31776,,105,6,1,1,3,01,8,,2,56
31777,,388,6,1,2,1,01,8,,2,56
31778,,188,4,1,2,3,01,7,,2,56
31779,,402,5,7,2,3,01,7,,2,56
31780,,188,5,1,2,2,01,10,,2,56
31781,,310,6,1,1,3,01,6,,1,56
31782,,405,5,1,2,3,01,7,,1,56
31783,,103,6,7,1,2,01,7,,2,56
31784,,188,5,7,2,2,01,7,,2,56
31785,,105,6,1,2,1,01,7,,1,56
31786,,302,6,2,1,2,01,7,,1,56
31787,,105,4,7,2,3,01,7,,2,56
31788,,102,6,1,2,1,01,8,,2,56
31789,,204,5,1,2,1,01,8,,1,56
31790,,188,4,1,2,1,01,8,,1,56
31791,,188,3,7,1,2,01,8,,1,56
31792,,188,4,7,2,3,01,8,,1,56
31793,,406,3,6,2,3,01,6,,2,56
31794,,107,5,1,1,2,01,7,,2,56
31795,,188,6,2,1,2,01,7,,1,56
31796,,206,5,1,2,3,01,6,,1,56
31797,,188,4,7,2,3,01,8,,2,56
31798,,128,5,1,1,2,01,8,,1,56
31799,,130,4,2,2,1,01,6,,1,56
31800,,102,6,7,1,2,01,8,,2,56
31801,,188,5,2,1,1,01,6,,1,56
31802,,110,4,1,2,1,01,6,,1,56
31803,,188,5,1,2,2,01,5,,1,56
31804,,125,4,7,2,2,01,6,,2,56
31805,,415,4,1,1,4,01,4,,2,56
31806,,488,2,2,2,2,01,12,,2,56
31807,,430,4,2,1,2,01,7,,1,56
31808,,188,5,1,2,2,01,7,,1,56
31809,,310,4,1,1,3,01,6,,2,56
31810,,288,6,2,1,1,01,8,,2,56
31811,,188,5,7,2,3,01,10,,1,56
31812,,288,5,4,1,2,01,8,,2,56
31813,,188,4,7,1,4,01,8,,1,56
31814,,188,4,7,1,4,01,5,,2,56
31815,,388,6,1,1,3,01,8,,2,56
31816,,188,4,7,2,4,01,8,,2,56
31817,,120,5,1,2,2,01,6,,2,56
31818,,103,5,1,1,2,01,6,,1,56
31819,,103,4,8,2,2,01,12,,1,56
31820,,101,4,5,2,3,01,8,,2,56
31821,,110,6,1,1,2,01,7,,1,56
31822,,288,4,1,1,3,01,8,,2,56
31823,,188,5,7,2,2,01,8,,1,56
31824,,388,4,7,1,3,01,6,,1,56
31825,,188,6,1,1,1,01,7,,1,56
31826,,102,5,5,2,1,01,8,,1,56
31827,,205,6,2,1,2,01,6,,1,56
31828,,103,5,1,2,1,01,7,,2,56
31829,,104,6,2,2,2,01,7,,1,56
31830,,130,6,1,1,4,01,4,,2,56
31831,,377,4,1,1,3,01,6,,3,56
31832,,188,4,7,1,4,01,9,,2,56
31833,,102,5,1,1,3,01,7,,1,56
31834,,106,6,2,1,4,01,8,,2,56
31835,,405,3,7,2,3,01,7,,2,56
31836,,101,4,5,2,2,01,8,,2,56
31837,,207,5,7,2,2,01,6,,2,56
31838,,488,6,7,1,2,01,7,,1,56
31839,,288,5,1,2,2,01,8,,2,56
31840,,101,6,5,2,1,01,8,,1,56
31841,,288,4,2,1,1,01,8,,2,56
31842,,105,6,1,1,3,01,7,,1,56
31843,,410,5,1,1,2,01,8,,2,56
31844,,110,6,7,1,4,01,7,,2,56
31845,,188,4,7,2,3,01,7,,1,56
31846,,288,5,7,2,1,01,8,,2,56
31847,,288,4,7,1,3,01,8,,1,56
31848,,102,5,2,2,2,01,7,,2,56
31849,,188,5,1,1,2,01,7,,1,56
31850,,288,5,2,1,3,01,7,,1,56
31851,,102,4,7,1,4,01,7,,2,56
31852,,188,4,5,2,2,01,7,,2,56
31853,,401,5,3,1,3,01,9,,1,56
31854,,304,4,5,2,3,01,7,,2,56
31855,,102,4,1,2,4,01,8,,2,56
31856,,188,5,1,2,2,01,7,,2,56
31857,,188,4,2,2,1,01,8,,1,56
31858,,102,5,3,1,4,01,8,,2,56
31859,,310,5,1,1,2,01,5,,2,56
31860,,103,4,1,2,3,01,7,,2,56
31861,,201,4,2,1,3,01,7,,2,56
31862,,205,6,1,2,3,01,6,,2,56
31863,,106,5,1,1,2,01,8,,1,56
31864,,105,5,1,2,1,01,5,,1,56
31865,,105,6,1,1,2,01,7,,1,56
